Protein,Protein ID,Entry Name,Gene,Protein Length,Organism,Protein Existence,Description,Protein Probability,Top Peptide Probability,Combined Total Peptides,Combined Spectral Count,Combined Unique Spectral Count,Combined Total Spectral Count,HBSS_1 Spectral Count,HBSS_2 Spectral Count,HBSS_3 Spectral Count,HBSS_BafA1_1 Spectral Count,HBSS_BafA1_2 Spectral Count,HBSS_BafA1_3 Spectral Count,HBSS_1 Unique Spectral Count,HBSS_2 Unique Spectral Count,HBSS_3 Unique Spectral Count,HBSS_BafA1_1 Unique Spectral Count,HBSS_BafA1_2 Unique Spectral Count,HBSS_BafA1_3 Unique Spectral Count,HBSS_1 Total Spectral Count,HBSS_2 Total Spectral Count,HBSS_3 Total Spectral Count,HBSS_BafA1_1 Total Spectral Count,HBSS_BafA1_2 Total Spectral Count,HBSS_BafA1_3 Total Spectral Count,HBSS_1 Intensity,HBSS_2 Intensity,HBSS_3 Intensity,HBSS_BafA1_1 Intensity,HBSS_BafA1_2 Intensity,HBSS_BafA1_3 Intensity,HBSS_1 MaxLFQ Intensity,HBSS_2 MaxLFQ Intensity,HBSS_3 MaxLFQ Intensity,HBSS_BafA1_1 MaxLFQ Intensity,HBSS_BafA1_2 MaxLFQ Intensity,HBSS_BafA1_3 MaxLFQ Intensity,Indistinguishable Proteins
sp|O95299|NDUAA_HUMAN,O95299,NDUAA_HUMAN,NDUFA10,355,Homo sapiens OX=9606,1:Experimental evidence at protein level,"NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 10, mitochondrial",1,0.999,9,45,45,45,7,8,8,8,7,7,7,8,8,8,7,7,7,8,8,8,7,7,3.32E+08,3.33E+08,2.93E+08,3.10E+08,3.26E+08,2.94E+08,8.57E+07,9.03E+07,8.39E+07,8.65E+07,8.81E+07,8.64E+07,
sp|O95302|FKBP9_HUMAN,O95302,FKBP9_HUMAN,FKBP9,570,Homo sapiens OX=9606,1:Experimental evidence at protein level,Peptidyl-prolyl cis-trans isomerase FKBP9,1,0.999,5,23,11,28,4,4,4,4,3,4,2,2,2,2,1,2,5,5,5,5,3,5,1.58E+08,1.57E+08,1.56E+08,1.65E+08,1.54E+08,1.60E+08,5.92E+07,5.89E+07,5.91E+07,6.21E+07,5.84E+07,6.03E+07,
sp|O95336|6PGL_HUMAN,O95336,6PGL_HUMAN,PGLS,258,Homo sapiens OX=9606,1:Experimental evidence at protein level,6-phosphogluconolactonase,1,0.999,5,21,21,21,4,3,4,5,3,2,4,3,4,5,3,2,4,3,4,5,3,2,2.45E+08,2.46E+08,2.52E+08,2.62E+08,2.58E+08,2.42E+08,7.60E+07,7.65E+07,7.59E+07,7.95E+07,8.07E+07,7.74E+07,
sp|O95340|PAPS2_HUMAN,O95340,PAPS2_HUMAN,PAPSS2,614,Homo sapiens OX=9606,1:Experimental evidence at protein level,Bifunctional 3'-phosphoadenosine 5'-phosphosulfate synthase 2,1,0.999,10,42,37,42,5,9,9,6,6,7,4,8,8,6,5,6,5,9,9,6,6,7,1.87E+08,2.03E+08,2.22E+08,2.03E+08,2.02E+08,2.28E+08,4.08E+07,4.13E+07,4.11E+07,4.30E+07,4.06E+07,4.14E+07,
sp|O95347|SMC2_HUMAN,O95347,SMC2_HUMAN,SMC2,1197,Homo sapiens OX=9606,1:Experimental evidence at protein level,Structural maintenance of chromosomes protein 2,1,0.999,29,118,118,118,19,19,20,17,21,22,19,19,20,17,21,22,19,19,20,17,21,22,8.28E+08,8.05E+08,9.36E+08,9.89E+08,8.37E+08,8.03E+08,1.13E+08,1.15E+08,1.12E+08,1.18E+08,1.11E+08,1.15E+08,
sp|O95359|TACC2_HUMAN,O95359,TACC2_HUMAN,TACC2,2948,Homo sapiens OX=9606,1:Experimental evidence at protein level,Transforming acidic coiled-coil-containing protein 2,1,0.9989,4,11,8,11,2,2,1,2,1,3,1,1,1,1,1,3,2,2,1,2,1,3,6.07E+07,5.59E+07,7.72E+07,5.64E+07,9.56E+07,5.65E+07,5.09E+07,4.53E+07,4.48E+07,4.76E+07,4.64E+07,4.74E+07,
sp|O95361|TRI16_HUMAN,O95361,TRI16_HUMAN,TRIM16,564,Homo sapiens OX=9606,1:Experimental evidence at protein level,Tripartite motif-containing protein 16,1,0.999,13,58,27,58,9,12,8,9,10,10,4,6,3,5,5,4,9,12,8,9,10,10,3.39E+08,2.91E+08,3.34E+08,3.11E+08,3.12E+08,3.27E+08,7.68E+07,7.75E+07,7.91E+07,7.71E+07,7.58E+07,7.52E+07,
sp|O95365|ZBT7A_HUMAN,O95365,ZBT7A_HUMAN,ZBTB7A,584,Homo sapiens OX=9606,1:Experimental evidence at protein level,Zinc finger and BTB domain-containing protein 7A,1,0.999,3,6,6,6,0,1,1,2,2,0,0,1,1,2,2,0,0,1,1,2,2,0,8702384,1.12E+07,1.18E+07,8740891,1.62E+07,0,5571184,7285781.5,7864910.5,5590367,7368372.5,0,
sp|O95373|IPO7_HUMAN,O95373,IPO7_HUMAN,IPO7,1038,Homo sapiens OX=9606,1:Experimental evidence at protein level,Importin-7,1,0.999,23,144,137,144,23,25,26,25,21,24,21,24,25,24,20,23,23,25,26,25,21,24,1.23E+09,1.21E+09,1.18E+09,1.17E+09,1.29E+09,1.24E+09,2.25E+08,2.29E+08,2.24E+08,2.22E+08,2.26E+08,2.22E+08,
sp|O95376|ARI2_HUMAN,O95376,ARI2_HUMAN,ARIH2,493,Homo sapiens OX=9606,1:Experimental evidence at protein level,E3 ubiquitin-protein ligase ARIH2,0.9636,0.9981,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1431368.9,0,0,0,0,0,0,
sp|O95391|SLU7_HUMAN,O95391,SLU7_HUMAN,SLU7,586,Homo sapiens OX=9606,1:Experimental evidence at protein level,Pre-mRNA-splicing factor SLU7,0.8633,0.9922,1,2,2,2,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1.05E+07,1.04E+07,0,0,0,1.04E+07,0,0,0,0,0,0,
sp|O95394|AGM1_HUMAN,O95394,AGM1_HUMAN,PGM3,542,Homo sapiens OX=9606,1:Experimental evidence at protein level,Phosphoacetylglucosamine mutase,0.9971,0.9901,2,2,2,2,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,1.42E+07,1.65E+07,1.52E+07,1.51E+07,1.30E+07,0,0,0,0,0,0,0,
sp|O95400|CD2B2_HUMAN,O95400,CD2B2_HUMAN,CD2BP2,341,Homo sapiens OX=9606,1:Experimental evidence at protein level,CD2 antigen cytoplasmic tail-binding protein 2,1,0.999,3,13,13,13,2,2,2,2,3,2,2,2,2,2,3,2,2,2,2,2,3,2,4.04E+07,4.31E+07,4.31E+07,3.93E+07,5.66E+07,4.10E+07,3.33E+07,3.50E+07,3.55E+07,3.20E+07,3.34E+07,3.40E+07,
sp|O95425|SVIL_HUMAN,O95425,SVIL_HUMAN,SVIL,2214,Homo sapiens OX=9606,1:Experimental evidence at protein level,Supervillin,1,0.9985,2,4,4,4,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1,0,0,0,0,5938764,1.66E+07,0,0,0,0,0,0,
sp|O95427|PIGN_HUMAN,O95427,PIGN_HUMAN,PIGN,931,Homo sapiens OX=9606,1:Experimental evidence at protein level,GPI ethanolamine phosphate transferase 1,0.6985,0.9791,1,2,2,2,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,333374.75,317440.97,0,0,0,0,0,0,
sp|O95429|BAG4_HUMAN,O95429,BAG4_HUMAN,BAG4,457,Homo sapiens OX=9606,1:Experimental evidence at protein level,BAG family molecular chaperone regulator 4,0.9087,0.9951,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,
sp|O95433|AHSA1_HUMAN,O95433,AHSA1_HUMAN,AHSA1,338,Homo sapiens OX=9606,1:Experimental evidence at protein level,Activator of 90 kDa heat shock protein ATPase homolog 1,1,0.999,14,72,72,72,11,14,12,11,15,9,11,14,12,11,15,9,11,14,12,11,15,9,6.34E+08,6.18E+08,6.78E+08,5.48E+08,5.03E+08,5.92E+08,9.72E+07,1.01E+08,9.98E+07,9.98E+07,9.91E+07,1.02E+08,
sp|O95453|PARN_HUMAN,O95453,PARN_HUMAN,PARN,639,Homo sapiens OX=9606,1:Experimental evidence at protein level,Poly(A)-specific ribonuclease PARN,1,0.999,17,83,83,83,12,11,15,13,15,17,12,11,15,13,15,17,12,11,15,13,15,17,5.19E+08,3.08E+08,5.00E+08,5.16E+08,4.71E+08,3.92E+08,8.62E+07,8.65E+07,8.59E+07,8.89E+07,8.77E+07,8.97E+07,
sp|O95456|PSMG1_HUMAN,O95456,PSMG1_HUMAN,PSMG1,288,Homo sapiens OX=9606,1:Experimental evidence at protein level,Proteasome assembly chaperone 1,1,0.999,4,18,18,18,3,4,2,3,3,3,3,4,2,3,3,3,3,4,2,3,3,3,5.81E+07,5.97E+07,5.07E+07,4.70E+07,4.97E+07,5.20E+07,2.77E+07,2.95E+07,2.87E+07,2.63E+07,2.82E+07,2.91E+07,
sp|O95470|SGPL1_HUMAN,O95470,SGPL1_HUMAN,SGPL1,568,Homo sapiens OX=9606,1:Experimental evidence at protein level,Sphingosine-1-phosphate lyase 1,1,0.999,13,61,61,61,10,9,10,12,8,12,10,9,10,12,8,12,10,9,10,12,8,12,4.12E+08,3.17E+08,3.37E+08,4.19E+08,3.28E+08,4.25E+08,7.44E+07,7.55E+07,7.83E+07,7.72E+07,7.61E+07,7.83E+07,
sp|O95476|CNEP1_HUMAN,O95476,CNEP1_HUMAN,CTDNEP1,244,Homo sapiens OX=9606,1:Experimental evidence at protein level,CTD nuclear envelope phosphatase 1,0.9851,0.9989,1,5,5,5,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1.08E+07,1.20E+07,9392821,1.21E+07,9999256,1.05E+07,0,0,0,0,0,0,
sp|O95478|NSA2_HUMAN,O95478,NSA2_HUMAN,NSA2,260,Homo sapiens OX=9606,1:Experimental evidence at protein level,Ribosome biogenesis protein NSA2 homolog,1,0.999,7,31,31,31,3,5,4,6,6,7,3,5,4,6,6,7,3,5,4,6,6,7,3.31E+08,3.28E+08,3.27E+08,3.21E+08,3.08E+08,3.18E+08,8.82E+07,8.70E+07,8.76E+07,8.72E+07,8.31E+07,8.76E+07,
sp|O95486|SC24A_HUMAN,O95486,SC24A_HUMAN,SEC24A,1093,Homo sapiens OX=9606,1:Experimental evidence at protein level,Protein transport protein Sec24A,1,0.999,3,7,7,8,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,2,569222.94,5142186.5,1012560.7,642335.8,909023.7,6301408.5,0,0,0,0,0,0,
sp|O95487|SC24B_HUMAN,O95487,SC24B_HUMAN,SEC24B,1268,Homo sapiens OX=9606,1:Experimental evidence at protein level,Protein transport protein Sec24B,1,0.999,6,27,26,27,6,5,3,4,5,4,6,5,3,4,5,3,6,5,3,4,5,4,1.13E+08,1.07E+08,5.12E+07,1.07E+08,5.94E+07,9.83E+07,4.44E+07,4.31E+07,4.34E+07,4.20E+07,4.75E+07,4.51E+07,
sp|O95562|SFT2B_HUMAN,O95562,SFT2B_HUMAN,SFT2D2,160,Homo sapiens OX=9606,1:Experimental evidence at protein level,Vesicle transport protein SFT2B,0.9783,0.9989,1,2,2,2,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,9.72E+07,9.12E+07,9.08E+07,1.04E+08,9.28E+07,1.01E+08,0,0,0,0,0,0,
sp|O95571|ETHE1_HUMAN,O95571,ETHE1_HUMAN,ETHE1,254,Homo sapiens OX=9606,1:Experimental evidence at protein level,"Persulfide dioxygenase ETHE1, mitochondrial",1,0.999,3,12,12,12,2,3,2,2,2,1,2,3,2,2,2,1,2,3,2,2,2,1,1.32E+08,1.24E+08,1.22E+08,1.26E+08,1.14E+08,1.36E+08,5.91E+07,5.56E+07,5.67E+07,5.67E+07,4.91E+07,6.09E+07,
sp|O95573|ACSL3_HUMAN,O95573,ACSL3_HUMAN,ACSL3,720,Homo sapiens OX=9606,1:Experimental evidence at protein level,Fatty acid CoA ligase Acsl3,1,0.999,22,121,109,121,19,21,21,22,19,19,17,19,19,20,17,17,19,21,21,22,19,19,1.07E+09,1.07E+09,1.06E+09,1.09E+09,1.13E+09,1.05E+09,1.04E+08,1.04E+08,1.02E+08,1.05E+08,1.04E+08,1.03E+08,
sp|O95602|RPA1_HUMAN,O95602,RPA1_HUMAN,POLR1A,1720,Homo sapiens OX=9606,1:Experimental evidence at protein level,DNA-directed RNA polymerase I subunit RPA1,1,0.999,22,62,61,62,10,7,9,10,11,15,10,7,9,9,11,15,10,7,9,10,11,15,3.95E+08,2.85E+08,2.53E+08,2.83E+08,2.52E+08,1.98E+08,4.64E+07,4.58E+07,4.57E+07,4.43E+07,4.48E+07,4.62E+07,
sp|O95626|AN32D_HUMAN,O95626,AN32D_HUMAN,ANP32D,131,Homo sapiens OX=9606,2:Experimental evidence at transcript level,Acidic leucine-rich nuclear phosphoprotein 32 family member D,0,0.999,3,15,0,21,3,2,2,3,3,2,0,0,0,0,0,0,4,3,3,4,4,3,1.25E+08,1.27E+08,1.26E+08,1.01E+08,9.97E+07,1.12E+08,7.95E+07,8.05E+07,8.19E+07,6.77E+07,6.71E+07,7.13E+07,
sp|O95630|STABP_HUMAN,O95630,STABP_HUMAN,STAMBP,424,Homo sapiens OX=9606,1:Experimental evidence at protein level,STAM-binding protein,0.9913,0.9787,2,3,3,3,0,1,1,0,0,1,0,1,1,0,0,1,0,1,1,0,0,1,0,3.61E+07,1.15E+07,0,0,1.07E+07,0,0,0,0,0,0,
sp|O95639|CPSF4_HUMAN,O95639,CPSF4_HUMAN,CPSF4,269,Homo sapiens OX=9606,1:Experimental evidence at protein level,Cleavage and polyadenylation specificity factor subunit 4,1,0.999,3,5,5,5,1,0,1,2,0,1,1,0,1,2,0,1,1,0,1,2,0,1,1764478.9,0,1442027.4,0,0,0,0,0,0,0,0,0,
sp|O95671|ASML_HUMAN,O95671,ASML_HUMAN,ASMTL,621,Homo sapiens OX=9606,1:Experimental evidence at protein level,Probable bifunctional dTTP/UTP pyrophosphatase/methyltransferase protein,0.9878,0.9944,2,2,2,2,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,
sp|O95674|CDS2_HUMAN,O95674,CDS2_HUMAN,CDS2,445,Homo sapiens OX=9606,1:Experimental evidence at protein level,Phosphatidate cytidylyltransferase 2,1,0.999,2,3,3,3,1,0,1,1,0,0,1,0,1,1,0,0,1,0,1,1,0,0,1.96E+07,0,2.01E+07,2.10E+07,0,0,0,0,0,0,0,0,
sp|O95707|RPP29_HUMAN,O95707,RPP29_HUMAN,POP4,220,Homo sapiens OX=9606,1:Experimental evidence at protein level,Ribonuclease P protein subunit p29,1,0.999,3,17,17,17,3,3,3,2,3,3,3,3,3,2,3,3,3,3,3,2,3,3,5.38E+07,5.41E+07,5.36E+07,5.37E+07,5.54E+07,5.71E+07,2.75E+07,2.71E+07,2.68E+07,2.58E+07,2.81E+07,2.85E+07,
sp|O95714|HERC2_HUMAN,O95714,HERC2_HUMAN,HERC2,4834,Homo sapiens OX=9606,1:Experimental evidence at protein level,E3 ubiquitin-protein ligase HERC2,0.987,0.999,2,2,2,2,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,8.73E+07,9.05E+07,8.44E+07,9.18E+07,9.02E+07,8.21E+07,0,8.55E+07,0,8.88E+07,8.75E+07,0,
sp|O95716|RAB3D_HUMAN,O95716,RAB3D_HUMAN,RAB3D,219,Homo sapiens OX=9606,1:Experimental evidence at protein level,Ras-related protein Rab-3D,1,0.999,8,17,7,35,5,2,3,3,1,3,2,1,1,1,1,1,8,5,6,6,4,6,8.80E+07,8.66E+07,8.85E+07,8.87E+07,7.35E+07,9.04E+07,3.40E+07,3.42E+07,3.42E+07,3.40E+07,3.14E+07,3.78E+07,
sp|O95721|SNP29_HUMAN,O95721,SNP29_HUMAN,SNAP29,258,Homo sapiens OX=9606,1:Experimental evidence at protein level,Synaptosomal-associated protein 29,0.9848,0.9988,2,7,7,7,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,0,0,0,0,0,1.96E+08,0,0,0,0,0,0,
sp|O95747|OXSR1_HUMAN,O95747,OXSR1_HUMAN,OXSR1,527,Homo sapiens OX=9606,1:Experimental evidence at protein level,Serine/threonine-protein kinase,1,0.999,7,35,35,35,6,6,5,6,7,5,6,6,5,6,7,5,6,6,5,6,7,5,1.18E+08,1.10E+08,1.11E+08,1.19E+08,1.10E+08,1.15E+08,3.21E+07,3.06E+07,3.23E+07,3.28E+07,3.15E+07,3.22E+07,
sp|O95757|HS74L_HUMAN,O95757,HS74L_HUMAN,HSPA4L,839,Homo sapiens OX=9606,1:Experimental evidence at protein level,Heat shock 70 kDa protein 4L,1,0.999,12,27,27,58,6,5,3,3,6,4,6,5,3,3,6,4,10,11,8,8,10,11,6.02E+07,6.24E+07,4.66E+07,2.97E+07,7.96E+07,5.83E+07,1.76E+07,1.76E+07,2.01E+07,1.85E+07,1.86E+07,1.99E+07,
sp|O95758|PTBP3_HUMAN,O95758,PTBP3_HUMAN,PTBP3,552,Homo sapiens OX=9606,1:Experimental evidence at protein level,Polypyrimidine tract-binding protein 3,1,0.999,11,37,37,59,5,5,8,7,7,5,5,5,8,7,7,5,8,9,12,10,10,10,1.69E+08,2.78E+08,2.68E+08,3.37E+08,2.71E+08,2.81E+08,5.32E+07,5.54E+07,5.41E+07,5.74E+07,5.61E+07,5.85E+07,
sp|O95777|LSM8_HUMAN,O95777,LSM8_HUMAN,LSM8,96,Homo sapiens OX=9606,1:Experimental evidence at protein level,U6 snRNA-associated Sm-like protein LSm8,1,0.999,4,22,22,22,3,4,4,3,4,4,3,4,4,3,4,4,3,4,4,3,4,4,5.61E+07,1.25E+08,9.74E+07,1.25E+08,1.20E+08,1.23E+08,4.54E+07,5.04E+07,4.87E+07,4.95E+07,4.88E+07,5.19E+07,
sp|O95782|AP2A1_HUMAN,O95782,AP2A1_HUMAN,AP2A1,977,Homo sapiens OX=9606,1:Experimental evidence at protein level,AP-2 complex subunit alpha-1,1,0.999,19,53,53,80,5,11,10,9,8,10,5,11,10,9,8,10,11,16,14,12,12,15,1.77E+08,1.87E+08,1.97E+08,1.99E+08,2.03E+08,1.89E+08,3.97E+07,4.08E+07,3.99E+07,4.07E+07,4.09E+07,4.12E+07,
sp|O95785|WIZ_HUMAN,O95785,WIZ_HUMAN,WIZ,1651,Homo sapiens OX=9606,1:Experimental evidence at protein level,Protein Wiz,0.9998,0.9988,2,5,5,5,2,0,0,0,1,2,2,0,0,0,1,2,2,0,0,0,1,2,8.51E+07,1.11E+07,1.30E+07,1.40E+07,1.24E+08,7.70E+07,7.08E+07,0,0,0,9.85E+07,6.99E+07,
sp|O95793|STAU1_HUMAN,O95793,STAU1_HUMAN,STAU1,577,Homo sapiens OX=9606,1:Experimental evidence at protein level,Double-stranded RNA-binding protein Staufen homolog 1,1,0.999,15,63,62,63,13,9,8,12,10,11,13,9,8,11,10,11,13,9,8,12,10,11,4.98E+08,4.84E+08,5.16E+08,4.97E+08,4.99E+08,4.92E+08,7.83E+07,7.56E+07,7.80E+07,7.62E+07,7.67E+07,7.88E+07,
sp|O95807|TM50A_HUMAN,O95807,TM50A_HUMAN,TMEM50A,157,Homo sapiens OX=9606,1:Experimental evidence at protein level,Transmembrane protein 50A,0.9216,0.9958,1,4,4,4,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1,8385566.5,7781795,8679033,8614042,7819819,7823266.5,0,0,0,0,0,0,
sp|O95810|CAVN2_HUMAN,O95810,CAVN2_HUMAN,CAVIN2,425,Homo sapiens OX=9606,1:Experimental evidence at protein level,Caveolae-associated protein 2,1,0.9989,5,14,14,14,3,4,3,1,1,2,3,4,3,1,1,2,3,4,3,1,1,2,6.34E+07,6.76E+07,6.04E+07,1.08E+07,3.15E+07,1.96E+07,3.98E+07,4.40E+07,4.07E+07,0,3.62E+07,0,
sp|O95816|BAG2_HUMAN,O95816,BAG2_HUMAN,BAG2,211,Homo sapiens OX=9606,1:Experimental evidence at protein level,BAG family molecular chaperone regulator 2,1,0.999,9,44,44,44,8,6,6,9,8,7,8,6,6,9,8,7,8,6,6,9,8,7,4.20E+08,3.77E+08,3.78E+08,4.22E+08,4.79E+08,3.66E+08,8.48E+07,8.00E+07,8.22E+07,7.82E+07,8.17E+07,7.94E+07,
sp|O95817|BAG3_HUMAN,O95817,BAG3_HUMAN,BAG3,575,Homo sapiens OX=9606,1:Experimental evidence at protein level,BAG family molecular chaperone regulator 3,1,0.999,9,25,25,25,4,5,5,2,4,5,4,5,5,2,4,5,4,5,5,2,4,5,3.79E+08,3.84E+08,4.42E+08,3.66E+08,3.60E+08,3.90E+08,2.31E+08,2.33E+08,2.18E+08,2.19E+08,2.25E+08,2.37E+08,
sp|O95825|QORL1_HUMAN,O95825,QORL1_HUMAN,CRYZL1,349,Homo sapiens OX=9606,1:Experimental evidence at protein level,Quinone oxidoreductase-like protein 1,0.9801,0.999,1,6,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1.08E+07,0,1.21E+07,1.19E+07,1.11E+07,0,0,0,0,0,0,
sp|O95831|AIFM1_HUMAN,O95831,AIFM1_HUMAN,AIFM1,613,Homo sapiens OX=9606,1:Experimental evidence at protein level,"Apoptosis-inducing factor 1, mitochondrial",1,0.999,25,156,156,156,29,26,22,28,24,27,29,26,22,28,24,27,29,26,22,28,24,27,3.02E+09,2.84E+09,3.09E+09,3.25E+09,3.13E+09,3.16E+09,6.46E+08,6.58E+08,6.62E+08,6.63E+08,6.63E+08,6.70E+08,
sp|O95832|CLD1_HUMAN,O95832,CLD1_HUMAN,CLDN1,211,Homo sapiens OX=9606,1:Experimental evidence at protein level,Claudin-1,1,0.9989,2,6,6,6,0,1,0,2,2,1,0,1,0,2,2,1,0,1,0,2,2,1,0,7288625,0,6515423.5,7740918,0,0,0,0,0,0,0,
sp|O95857|TSN13_HUMAN,O95857,TSN13_HUMAN,TSPAN13,204,Homo sapiens OX=9606,2:Experimental evidence at transcript level,Tetraspanin-13,0.9999,0.999,2,12,12,12,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5.24E+07,4.98E+07,4.98E+07,4.87E+07,4.90E+07,4.82E+07,2.92E+07,2.77E+07,2.76E+07,2.70E+07,2.72E+07,2.66E+07,
sp|O95858|TSN15_HUMAN,O95858,TSN15_HUMAN,TSPAN15,294,Homo sapiens OX=9606,1:Experimental evidence at protein level,Tetraspanin-15,1,0.999,2,11,11,11,2,1,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2.98E+07,3.21E+07,4.43E+07,3.79E+07,3.90E+07,3.77E+07,2.03E+07,2.16E+07,2.75E+07,2.48E+07,2.54E+07,2.46E+07,
sp|O95861|BPNT1_HUMAN,O95861,BPNT1_HUMAN,BPNT1,308,Homo sapiens OX=9606,1:Experimental evidence at protein level,"3'(2'),5'-bisphosphate nucleotidase 1",1,0.999,2,5,5,5,0,1,0,1,1,2,0,1,0,1,1,2,0,1,0,1,1,2,5410418,4651238,7670956,6812943.5,6783812,1.56E+07,0,0,0,0,0,0,
sp|O95864|FADS2_HUMAN,O95864,FADS2_HUMAN,FADS2,444,Homo sapiens OX=9606,1:Experimental evidence at protein level,Acyl-CoA 6-desaturase,1,0.999,6,41,41,41,6,7,7,7,7,7,6,7,7,7,7,7,6,7,7,7,7,7,6.24E+08,6.21E+08,6.44E+08,6.72E+08,6.93E+08,6.66E+08,1.83E+08,1.80E+08,1.86E+08,1.99E+08,2.03E+08,1.93E+08,
sp|O95865|DDAH2_HUMAN,O95865,DDAH2_HUMAN,DDAH2,285,Homo sapiens OX=9606,1:Experimental evidence at protein level,"N(G),N(G)-dimethylarginine dimethylaminohydrolase 2",1,0.999,3,6,6,6,1,1,1,0,1,2,1,1,1,0,1,2,1,1,1,0,1,2,9990914,2.09E+07,1.45E+07,2.04E+07,1.80E+07,0,0,0,0,0,0,0,
sp|O95881|TXD12_HUMAN,O95881,TXD12_HUMAN,TXNDC12,172,Homo sapiens OX=9606,1:Experimental evidence at protein level,Thioredoxin domain-containing protein 12,1,0.999,2,13,13,13,2,2,2,2,2,3,2,2,2,2,2,3,2,2,2,2,2,3,1.40E+08,1.46E+08,1.37E+08,1.42E+08,1.43E+08,1.45E+08,9.09E+07,9.27E+07,8.79E+07,9.21E+07,9.29E+07,9.02E+07,
sp|O95900|TRUB2_HUMAN,O95900,TRUB2_HUMAN,TRUB2,331,Homo sapiens OX=9606,1:Experimental evidence at protein level,Mitochondrial mRNA pseudouridine synthase TRUB2,0.9798,0.999,1,6,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1675774.8,2001418.5,2195101.8,1628857.5,1781615.8,1826840.9,0,0,0,0,0,0,
sp|O95983|MBD3_HUMAN,O95983,MBD3_HUMAN,MBD3,291,Homo sapiens OX=9606,1:Experimental evidence at protein level,Methyl-CpG-binding domain protein 3,1,0.999,3,6,6,6,0,1,2,0,1,2,0,1,2,0,1,2,0,1,2,0,1,2,1.20E+08,1.24E+08,1.14E+08,1.10E+08,1.11E+08,1.11E+08,9.64E+07,1.24E+08,1.30E+08,9.25E+07,1.04E+08,1.06E+08,
sp|O95994|AGR2_HUMAN,O95994,AGR2_HUMAN,AGR2,175,Homo sapiens OX=9606,1:Experimental evidence at protein level,Anterior gradient protein 2 homolog,1,0.999,8,75,73,75,10,14,10,15,13,13,10,13,10,15,13,12,10,14,10,15,13,13,1.88E+09,2.23E+09,1.98E+09,2.36E+09,1.94E+09,1.98E+09,8.51E+08,8.32E+08,8.58E+08,8.61E+08,8.30E+08,8.63E+08,
sp|O96000|NDUBA_HUMAN,O96000,NDUBA_HUMAN,NDUFB10,172,Homo sapiens OX=9606,1:Experimental evidence at protein level,NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 10,1,0.999,6,37,37,37,6,6,6,6,7,6,6,6,6,6,7,6,6,6,6,6,7,6,2.86E+08,2.83E+08,2.86E+08,2.91E+08,2.92E+08,2.94E+08,8.53E+07,8.44E+07,8.49E+07,8.69E+07,8.66E+07,8.76E+07,
sp|O96005|CLPT1_HUMAN,O96005,CLPT1_HUMAN,CLPTM1,669,Homo sapiens OX=9606,1:Experimental evidence at protein level,Cleft lip and palate transmembrane protein 1,1,0.999,9,54,54,54,8,9,9,10,9,9,8,9,9,10,9,9,8,9,9,10,9,9,8.24E+08,7.91E+08,5.72E+08,8.08E+08,7.86E+08,7.93E+08,1.93E+08,1.88E+08,1.84E+08,1.93E+08,1.91E+08,1.95E+08,
sp|O96007|MOC2B_HUMAN,O96007,MOC2B_HUMAN,MOCS2,188,Homo sapiens OX=9606,1:Experimental evidence at protein level,Molybdopterin synthase catalytic subunit,0.9781,0.9989,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,4109092,0,3818695.2,4209742,5939739,0,0,0,0,0,0,0,
sp|O96008|TOM40_HUMAN,O96008,TOM40_HUMAN,TOMM40,361,Homo sapiens OX=9606,1:Experimental evidence at protein level,Mitochondrial import receptor subunit TOM40 homolog,1,0.999,10,50,50,50,10,9,9,7,7,8,10,9,9,7,7,8,10,9,9,7,7,8,1.10E+09,1.06E+09,1.08E+09,9.04E+08,9.18E+08,9.89E+08,2.84E+08,2.89E+08,2.84E+08,2.89E+08,2.87E+08,2.78E+08,
